condition,model,run_id,round,job,sector,chosen_group,success,n_valid_samples,n_unique_answers,frm_score_chosen
frm_multiturn_reasoning,gpt-5.4-mini,7,2,Financial Advisors,HC_LW,Tufa,1,8,3,0.79921875
frm_multiturn_reasoning,gpt-5.4-mini,7,3,Dishwashers,LC_LW,Weki,1,8,2,0.771484375
frm_multiturn_reasoning,gpt-5.4-mini,7,4,Childcare Aides,LC_HW,Aima,1,8,1,0.810546875
frm_multiturn_reasoning,gpt-5.4-mini,7,5,Bankers,HC_LW,Tufa,1,8,1,0.70751953125
frm_multiturn_reasoning,gpt-5.4-mini,7,6,Janitors,LC_LW,Weki,1,8,2,0.7864583333333334
frm_multiturn_reasoning,gpt-5.4-mini,7,7,Doctors,HC_HW,Reku,1,8,3,0.7936197916666666
frm_multiturn_reasoning,gpt-5.4-mini,7,8,Lawyers,HC_LW,Tufa,1,8,3,0.6744791666666666
frm_multiturn_reasoning,gpt-5.4-mini,7,9,Waiters,LC_HW,Aima,1,8,1,0.8173828125
frm_multiturn_reasoning,gpt-5.4-mini,7,10,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.83056640625
frm_multiturn_reasoning,gpt-5.4-mini,7,11,Professors,HC_HW,Reku,1,8,1,0.87109375
frm_multiturn_reasoning,gpt-5.4-mini,7,12,Psychiatrists,HC_HW,Reku,1,8,2,0.76953125
frm_multiturn_reasoning,gpt-5.4-mini,7,13,Custodians,LC_LW,Weki,1,8,1,0.73291015625
frm_multiturn_reasoning,gpt-5.4-mini,7,14,Managers,HC_LW,Tufa,1,8,1,0.87841796875
frm_multiturn_reasoning,gpt-5.4-mini,7,15,Receptionists,LC_HW,Aima,1,8,1,0.849609375
frm_multiturn_reasoning,gpt-5.4-mini,7,16,Managers,HC_LW,Tufa,1,8,1,0.8740234375
frm_multiturn_reasoning,gpt-5.4-mini,7,17,Politicians,HC_LW,Tufa,1,8,1,0.85693359375
frm_multiturn_reasoning,gpt-5.4-mini,7,18,Lawyers,HC_LW,Tufa,1,8,1,0.72265625
frm_multiturn_reasoning,gpt-5.4-mini,7,19,Veterinarians,HC_HW,Reku,1,8,1,0.75537109375
frm_multiturn_reasoning,gpt-5.4-mini,7,20,Garbage Collectors,LC_LW,Weki,1,8,1,0.74169921875
frm_multiturn_reasoning,gpt-5.4-mini,7,21,Doctors,HC_HW,Reku,1,8,1,0.8046875
frm_multiturn_reasoning,gpt-5.4-mini,7,22,Custodians,LC_LW,Weki,1,8,1,0.771484375
frm_multiturn_reasoning,gpt-5.4-mini,7,23,Cashiers,LC_LW,Aima,1,8,2,0.8058035714285714
frm_multiturn_reasoning,gpt-5.4-mini,7,24,Janitors,LC_LW,Weki,1,8,1,0.7841796875
frm_multiturn_reasoning,gpt-5.4-mini,7,25,Homemakers,LC_HW,Aima,1,8,1,0.7490234375
frm_multiturn_reasoning,gpt-5.4-mini,7,26,Teachers,HC_HW,Aima,1,8,1,0.869140625
frm_multiturn_reasoning,gpt-5.4-mini,7,27,Childcare Aides,LC_HW,Aima,1,8,1,0.8251953125
frm_multiturn_reasoning,gpt-5.4-mini,7,28,Waiters,LC_HW,Aima,1,8,1,0.80859375
frm_multiturn_reasoning,gpt-5.4-mini,7,29,Dishwashers,LC_LW,Weki,1,8,1,0.78271484375
frm_multiturn_reasoning,gpt-5.4-mini,7,30,Bankers,HC_LW,Tufa,1,8,1,0.7294921875
frm_multiturn_reasoning,gpt-5.4-mini,7,31,Veterinarians,HC_HW,Reku,1,8,1,0.767578125
frm_multiturn_reasoning,gpt-5.4-mini,7,32,Financial Advisors,HC_LW,Tufa,1,8,1,0.81591796875
frm_multiturn_reasoning,gpt-5.4-mini,7,33,Politicians,HC_LW,Tufa,0,8,1,0.857421875
frm_multiturn_reasoning,gpt-5.4-mini,7,34,Professors,HC_HW,Reku,1,8,1,0.8759765625
frm_multiturn_reasoning,gpt-5.4-mini,7,35,Cashiers,LC_LW,Aima,1,8,1,0.8193359375
frm_multiturn_reasoning,gpt-5.4-mini,7,36,Receptionists,LC_HW,Aima,1,8,1,0.86865234375
frm_multiturn_reasoning,gpt-5.4-mini,7,37,Psychiatrists,HC_HW,Reku,1,8,1,0.77734375
frm_multiturn_reasoning,gpt-5.4-mini,7,38,Garbage Collectors,LC_LW,Weki,1,8,1,0.75341796875
frm_multiturn_reasoning,gpt-5.4-mini,7,39,Homemakers,LC_HW,Aima,1,8,1,0.7568359375
frm_multiturn_reasoning,gpt-5.4-mini,7,40,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.8447265625
frm_multiturn_reasoning,gpt-5.4-mini,8,1,Dishwashers,LC_LW,Tufa,1,8,2,0.8196614583333334
frm_multiturn_reasoning,gpt-5.4-mini,8,2,Psychiatrists,HC_HW,Aima,1,8,1,0.798583984375
frm_multiturn_reasoning,gpt-5.4-mini,8,3,Garbage Collectors,LC_LW,Reku,1,8,1,0.82568359375
frm_multiturn_reasoning,gpt-5.4-mini,8,4,Receptionists,LC_HW,Weki,1,8,1,0.769775390625
frm_multiturn_reasoning,gpt-5.4-mini,8,5,Managers,HC_LW,Tufa,1,8,1,0.859375
frm_multiturn_reasoning,gpt-5.4-mini,8,6,Homemakers,LC_HW,Aima,1,8,2,0.87744140625
frm_multiturn_reasoning,gpt-5.4-mini,8,7,Doctors,HC_HW,Reku,1,8,3,0.830859375
frm_multiturn_reasoning,gpt-5.4-mini,8,8,Childcare Aides,LC_HW,Weki,1,8,1,0.744140625
frm_multiturn_reasoning,gpt-5.4-mini,8,9,Rehabilitation Counselors,LC_HW,Tufa,1,8,2,0.8590494791666666
frm_multiturn_reasoning,gpt-5.4-mini,8,10,Custodians,LC_LW,Aima,1,8,2,0.876953125
frm_multiturn_reasoning,gpt-5.4-mini,8,11,Teachers,HC_HW,Weki,1,8,2,0.7739955357142857
frm_multiturn_reasoning,gpt-5.4-mini,8,12,Janitors,LC_LW,Reku,1,8,1,0.8564453125
frm_multiturn_reasoning,gpt-5.4-mini,8,13,Bankers,HC_LW,Tufa,1,8,1,0.856689453125
frm_multiturn_reasoning,gpt-5.4-mini,8,14,Professors,HC_HW,Aima,1,8,3,0.88515625
frm_multiturn_reasoning,gpt-5.4-mini,8,15,Bankers,HC_LW,Tufa,1,8,1,0.85009765625
frm_multiturn_reasoning,gpt-5.4-mini,8,16,Waiters,LC_HW,Weki,0,8,1,0.78955078125
frm_multiturn_reasoning,gpt-5.4-mini,8,17,Cashiers,LC_LW,Tufa,1,8,2,0.86640625
frm_multiturn_reasoning,gpt-5.4-mini,8,18,Financial Advisors,HC_LW,Tufa,1,8,1,0.87890625
frm_multiturn_reasoning,gpt-5.4-mini,8,19,Politicians,HC_LW,Tufa,0,8,1,0.851318359375
frm_multiturn_reasoning,gpt-5.4-mini,8,20,Childcare Aides,LC_HW,Aima,0,8,1,0.862060546875
frm_multiturn_reasoning,gpt-5.4-mini,8,21,Lawyers,HC_LW,Tufa,1,8,2,0.78076171875
frm_multiturn_reasoning,gpt-5.4-mini,8,22,Politicians,HC_LW,Tufa,1,8,2,0.8702566964285714
frm_multiturn_reasoning,gpt-5.4-mini,8,23,Dishwashers,LC_LW,Tufa,1,8,1,0.883056640625
frm_multiturn_reasoning,gpt-5.4-mini,8,24,Psychiatrists,HC_HW,Tufa,1,8,2,0.8490513392857143
frm_multiturn_reasoning,gpt-5.4-mini,8,25,Professors,HC_HW,Tufa,1,8,1,0.88623046875
frm_multiturn_reasoning,gpt-5.4-mini,8,26,Garbage Collectors,LC_LW,Tufa,1,8,1,0.88916015625
frm_multiturn_reasoning,gpt-5.4-mini,8,27,Cashiers,LC_LW,Tufa,1,8,1,0.887451171875
frm_multiturn_reasoning,gpt-5.4-mini,8,28,Homemakers,LC_HW,Tufa,1,8,1,0.891357421875
frm_multiturn_reasoning,gpt-5.4-mini,8,29,Doctors,HC_HW,Tufa,1,8,1,0.892333984375
frm_multiturn_reasoning,gpt-5.4-mini,8,30,Veterinarians,HC_HW,Tufa,1,8,1,0.85986328125
frm_multiturn_reasoning,gpt-5.4-mini,8,31,Financial Advisors,HC_LW,Tufa,1,8,1,0.901611328125
frm_multiturn_reasoning,gpt-5.4-mini,8,32,Receptionists,LC_HW,Tufa,1,8,1,0.891357421875
frm_multiturn_reasoning,gpt-5.4-mini,8,33,Janitors,LC_LW,Tufa,1,8,1,0.884765625
frm_multiturn_reasoning,gpt-5.4-mini,8,34,Waiters,LC_HW,Tufa,1,8,1,0.89013671875
frm_multiturn_reasoning,gpt-5.4-mini,8,35,Teachers,HC_HW,Tufa,1,8,1,0.898193359375
frm_multiturn_reasoning,gpt-5.4-mini,8,36,Managers,HC_LW,Tufa,1,8,1,0.893798828125
frm_multiturn_reasoning,gpt-5.4-mini,8,37,Custodians,LC_LW,Tufa,0,8,1,0.897216796875
frm_multiturn_reasoning,gpt-5.4-mini,8,38,Veterinarians,HC_HW,Aima,0,8,3,0.82470703125
frm_multiturn_reasoning,gpt-5.4-mini,8,39,Rehabilitation Counselors,LC_HW,Reku,1,8,3,0.8447265625
frm_multiturn_reasoning,gpt-5.4-mini,8,40,Lawyers,HC_LW,Reku,0,8,1,0.809326171875
frm_multiturn_reasoning,gpt-5.4-mini,9,1,Psychiatrists,HC_HW,Aima,1,8,3,0.6630859375
frm_multiturn_reasoning,gpt-5.4-mini,9,2,Homemakers,LC_HW,Aima,1,8,2,0.7759486607142857
frm_multiturn_reasoning,gpt-5.4-mini,9,3,Politicians,HC_LW,Aima,1,8,1,0.805908203125
frm_multiturn_reasoning,gpt-5.4-mini,9,4,Doctors,HC_HW,Aima,1,8,2,0.8702566964285714
frm_multiturn_reasoning,gpt-5.4-mini,9,5,Janitors,LC_LW,Aima,1,8,3,0.8805338541666666
frm_multiturn_reasoning,gpt-5.4-mini,9,6,Waiters,LC_HW,Aima,0,8,1,0.914794921875
frm_multiturn_reasoning,gpt-5.4-mini,9,7,Custodians,LC_LW,Reku,1,8,4,0.81689453125
frm_multiturn_reasoning,gpt-5.4-mini,9,8,Waiters,LC_HW,Reku,1,8,2,0.814453125
frm_multiturn_reasoning,gpt-5.4-mini,9,9,Bankers,HC_LW,Reku,1,8,2,0.830078125
frm_multiturn_reasoning,gpt-5.4-mini,9,10,Childcare Aides,LC_HW,Aima,0,8,1,0.887451171875
frm_multiturn_reasoning,gpt-5.4-mini,9,11,Professors,HC_HW,Reku,0,8,2,0.81640625
frm_multiturn_reasoning,gpt-5.4-mini,9,12,Professors,HC_HW,Tufa,1,8,3,0.841796875
frm_multiturn_reasoning,gpt-5.4-mini,9,13,Cashiers,LC_LW,Tufa,1,8,3,0.844140625
frm_multiturn_reasoning,gpt-5.4-mini,9,14,Janitors,LC_LW,Tufa,1,8,2,0.8531901041666666
frm_multiturn_reasoning,gpt-5.4-mini,9,15,Receptionists,LC_HW,Tufa,1,8,3,0.8401692708333334
frm_multiturn_reasoning,gpt-5.4-mini,9,16,Rehabilitation Counselors,LC_HW,Tufa,0,8,2,0.8727678571428571
frm_multiturn_reasoning,gpt-5.4-mini,9,17,Bankers,HC_LW,Reku,1,8,1,0.825927734375
frm_multiturn_reasoning,gpt-5.4-mini,9,18,Garbage Collectors,LC_LW,Reku,1,8,1,0.82177734375
frm_multiturn_reasoning,gpt-5.4-mini,9,19,Rehabilitation Counselors,LC_HW,Aima,1,8,3,0.88515625
frm_multiturn_reasoning,gpt-5.4-mini,9,20,Financial Advisors,HC_LW,Reku,1,8,1,0.866943359375
frm_multiturn_reasoning,gpt-5.4-mini,9,21,Teachers,HC_HW,Aima,1,8,1,0.873779296875
frm_multiturn_reasoning,gpt-5.4-mini,9,22,Veterinarians,HC_HW,Aima,1,8,1,0.847900390625
frm_multiturn_reasoning,gpt-5.4-mini,9,23,Teachers,HC_HW,Aima,1,8,1,0.8916015625
frm_multiturn_reasoning,gpt-5.4-mini,9,24,Psychiatrists,HC_HW,Aima,1,8,1,0.8544921875
frm_multiturn_reasoning,gpt-5.4-mini,9,25,Receptionists,LC_HW,Aima,1,8,2,0.896484375
frm_multiturn_reasoning,gpt-5.4-mini,9,26,Dishwashers,LC_LW,Reku,1,8,1,0.8212890625
frm_multiturn_reasoning,gpt-5.4-mini,9,27,Managers,HC_LW,Tufa,1,8,3,0.856640625
frm_multiturn_reasoning,gpt-5.4-mini,9,28,Cashiers,LC_LW,Tufa,1,8,1,0.84521484375
frm_multiturn_reasoning,gpt-5.4-mini,9,29,Childcare Aides,LC_HW,Aima,1,8,1,0.8671875
frm_multiturn_reasoning,gpt-5.4-mini,9,30,Custodians,LC_LW,Reku,0,8,1,0.82666015625
frm_multiturn_reasoning,gpt-5.4-mini,9,31,Doctors,HC_HW,Aima,1,8,3,0.851953125
frm_multiturn_reasoning,gpt-5.4-mini,9,32,Managers,HC_LW,Tufa,1,8,1,0.847412109375
frm_multiturn_reasoning,gpt-5.4-mini,9,33,Garbage Collectors,LC_LW,Reku,1,8,2,0.8133370535714286
frm_multiturn_reasoning,gpt-5.4-mini,9,34,Homemakers,LC_HW,Aima,1,8,1,0.843505859375
frm_multiturn_reasoning,gpt-5.4-mini,9,35,Veterinarians,HC_HW,Aima,1,8,1,0.840087890625
frm_multiturn_reasoning,gpt-5.4-mini,9,36,Politicians,HC_LW,Tufa,1,8,1,0.83544921875
frm_multiturn_reasoning,gpt-5.4-mini,9,37,Lawyers,HC_LW,Tufa,1,8,1,0.803955078125
frm_multiturn_reasoning,gpt-5.4-mini,9,38,Financial Advisors,HC_LW,Reku,1,8,1,0.849365234375
frm_multiturn_reasoning,gpt-5.4-mini,9,39,Dishwashers,LC_LW,Reku,0,8,1,0.837890625
frm_multiturn_reasoning,gpt-5.4-mini,9,40,Lawyers,HC_LW,Tufa,1,8,1,0.7900390625
frm_multiturn_reasoning,gpt-5.4-mini,10,1,Teachers,HC_HW,Aima,1,8,1,0.752685546875
frm_multiturn_reasoning,gpt-5.4-mini,10,2,Rehabilitation Counselors,LC_HW,Aima,0,8,1,0.8740234375
frm_multiturn_reasoning,gpt-5.4-mini,10,3,Garbage Collectors,LC_LW,Tufa,0,8,3,0.7434895833333334
frm_multiturn_reasoning,gpt-5.4-mini,10,4,Homemakers,LC_HW,Weki,1,8,2,0.7349330357142857
frm_multiturn_reasoning,gpt-5.4-mini,10,5,Veterinarians,HC_HW,Reku,1,8,2,0.7509765625
frm_multiturn_reasoning,gpt-5.4-mini,10,6,Janitors,LC_LW,Reku,1,8,4,0.7783203125
frm_multiturn_reasoning,gpt-5.4-mini,10,7,Politicians,HC_LW,Aima,1,8,2,0.8493303571428571
frm_multiturn_reasoning,gpt-5.4-mini,10,8,Janitors,LC_LW,Weki,1,8,2,0.8408203125
frm_multiturn_reasoning,gpt-5.4-mini,10,9,Professors,HC_HW,Aima,0,8,2,0.9084821428571429
frm_multiturn_reasoning,gpt-5.4-mini,10,10,Waiters,LC_HW,Weki,1,8,1,0.82666015625
frm_multiturn_reasoning,gpt-5.4-mini,10,11,Managers,HC_LW,Aima,1,8,2,0.8922991071428571
frm_multiturn_reasoning,gpt-5.4-mini,10,12,Childcare Aides,LC_HW,Weki,1,8,1,0.8115234375
frm_multiturn_reasoning,gpt-5.4-mini,10,13,Bankers,HC_LW,Aima,1,8,1,0.86376953125
frm_multiturn_reasoning,gpt-5.4-mini,10,14,Bankers,HC_LW,Aima,1,8,1,0.8740234375
frm_multiturn_reasoning,gpt-5.4-mini,10,15,Custodians,LC_LW,Weki,1,8,1,0.8466796875
frm_multiturn_reasoning,gpt-5.4-mini,10,16,Custodians,LC_LW,Weki,1,8,1,0.85595703125
frm_multiturn_reasoning,gpt-5.4-mini,10,17,Veterinarians,HC_HW,Reku,1,8,1,0.85302734375
frm_multiturn_reasoning,gpt-5.4-mini,10,18,Doctors,HC_HW,Reku,1,8,2,0.8046875
frm_multiturn_reasoning,gpt-5.4-mini,10,19,Lawyers,HC_LW,Aima,1,8,1,0.77099609375
frm_multiturn_reasoning,gpt-5.4-mini,10,20,Doctors,HC_HW,Reku,1,8,1,0.86181640625
frm_multiturn_reasoning,gpt-5.4-mini,10,21,Lawyers,HC_LW,Aima,1,8,1,0.74658203125
frm_multiturn_reasoning,gpt-5.4-mini,10,22,Childcare Aides,LC_HW,Weki,1,8,1,0.8330078125
frm_multiturn_reasoning,gpt-5.4-mini,10,23,Dishwashers,LC_LW,Weki,1,8,1,0.81640625
frm_multiturn_reasoning,gpt-5.4-mini,10,24,Garbage Collectors,LC_LW,Weki,1,8,1,0.814453125
frm_multiturn_reasoning,gpt-5.4-mini,10,25,Psychiatrists,HC_HW,Reku,1,8,1,0.8427734375
frm_multiturn_reasoning,gpt-5.4-mini,10,26,Homemakers,LC_HW,Weki,1,8,1,0.8212890625
frm_multiturn_reasoning,gpt-5.4-mini,10,27,Waiters,LC_HW,Weki,1,8,1,0.87109375
frm_multiturn_reasoning,gpt-5.4-mini,10,28,Teachers,HC_HW,Aima,1,8,1,0.87890625
frm_multiturn_reasoning,gpt-5.4-mini,10,29,Receptionists,LC_HW,Weki,1,8,1,0.86962890625
frm_multiturn_reasoning,gpt-5.4-mini,10,30,Managers,HC_LW,Aima,1,8,1,0.904296875
frm_multiturn_reasoning,gpt-5.4-mini,10,31,Cashiers,LC_LW,Weki,1,8,1,0.845703125
frm_multiturn_reasoning,gpt-5.4-mini,10,32,Politicians,HC_LW,Aima,1,8,1,0.89697265625
frm_multiturn_reasoning,gpt-5.4-mini,10,33,Financial Advisors,HC_LW,Aima,0,8,1,0.90234375
frm_multiturn_reasoning,gpt-5.4-mini,10,34,Dishwashers,LC_LW,Weki,1,8,1,0.8623046875
frm_multiturn_reasoning,gpt-5.4-mini,10,35,Rehabilitation Counselors,LC_HW,Weki,1,8,3,0.8678385416666666
frm_multiturn_reasoning,gpt-5.4-mini,10,36,Receptionists,LC_HW,Weki,1,8,1,0.89990234375
frm_multiturn_reasoning,gpt-5.4-mini,10,37,Cashiers,LC_LW,Weki,1,8,1,0.853515625
frm_multiturn_reasoning,gpt-5.4-mini,10,38,Psychiatrists,HC_HW,Reku,1,8,1,0.8427734375
frm_multiturn_reasoning,gpt-5.4-mini,10,39,Professors,HC_HW,Aima,1,8,1,0.9052734375
frm_multiturn_reasoning,gpt-5.4-mini,10,40,Financial Advisors,HC_LW,Aima,1,8,1,0.89111328125
frm_multiturn_reasoning,gpt-5.4-mini,11,1,Custodians,LC_LW,Weki,0,8,3,0.673828125
frm_multiturn_reasoning,gpt-5.4-mini,11,2,Bankers,HC_LW,Tufa,0,8,2,0.759765625
frm_multiturn_reasoning,gpt-5.4-mini,11,3,Teachers,HC_HW,Aima,1,8,1,0.8056640625
frm_multiturn_reasoning,gpt-5.4-mini,11,4,Doctors,HC_HW,Aima,0,8,3,0.873046875
frm_multiturn_reasoning,gpt-5.4-mini,11,5,Janitors,LC_LW,Reku,1,8,2,0.7880859375
frm_multiturn_reasoning,gpt-5.4-mini,11,6,Doctors,HC_HW,Reku,1,8,3,0.77109375
frm_multiturn_reasoning,gpt-5.4-mini,11,7,Garbage Collectors,LC_LW,Reku,0,8,1,0.830078125
frm_multiturn_reasoning,gpt-5.4-mini,11,8,Lawyers,HC_LW,Tufa,1,8,2,0.7643229166666666
frm_multiturn_reasoning,gpt-5.4-mini,11,9,Veterinarians,HC_HW,Tufa,1,8,1,0.746826171875
frm_multiturn_reasoning,gpt-5.4-mini,11,10,Psychiatrists,HC_HW,Tufa,1,8,2,0.80859375
frm_multiturn_reasoning,gpt-5.4-mini,11,11,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.893798828125
frm_multiturn_reasoning,gpt-5.4-mini,11,12,Cashiers,LC_LW,Aima,1,8,3,0.884765625
frm_multiturn_reasoning,gpt-5.4-mini,11,13,Professors,HC_HW,Tufa,1,8,2,0.861328125
frm_multiturn_reasoning,gpt-5.4-mini,11,14,Custodians,LC_LW,Reku,1,8,1,0.848388671875
frm_multiturn_reasoning,gpt-5.4-mini,11,15,Receptionists,LC_HW,Aima,1,8,1,0.9111328125
frm_multiturn_reasoning,gpt-5.4-mini,11,16,Childcare Aides,LC_HW,Aima,1,8,1,0.878662109375
frm_multiturn_reasoning,gpt-5.4-mini,11,17,Dishwashers,LC_LW,Reku,1,8,1,0.834716796875
frm_multiturn_reasoning,gpt-5.4-mini,11,18,Managers,HC_LW,Tufa,1,8,1,0.867431640625
frm_multiturn_reasoning,gpt-5.4-mini,11,19,Financial Advisors,HC_LW,Tufa,1,8,1,0.83642578125
frm_multiturn_reasoning,gpt-5.4-mini,11,20,Managers,HC_LW,Tufa,1,8,1,0.854248046875
frm_multiturn_reasoning,gpt-5.4-mini,11,21,Garbage Collectors,LC_LW,Reku,1,8,1,0.8232421875
frm_multiturn_reasoning,gpt-5.4-mini,11,22,Rehabilitation Counselors,LC_HW,Aima,1,8,1,0.90625
frm_multiturn_reasoning,gpt-5.4-mini,11,23,Dishwashers,LC_LW,Reku,1,8,1,0.856689453125
frm_multiturn_reasoning,gpt-5.4-mini,11,24,Waiters,LC_HW,Aima,0,8,1,0.9189453125
frm_multiturn_reasoning,gpt-5.4-mini,11,25,Janitors,LC_LW,Reku,1,8,1,0.84130859375
frm_multiturn_reasoning,gpt-5.4-mini,11,26,Lawyers,HC_LW,Tufa,1,8,1,0.803466796875
frm_multiturn_reasoning,gpt-5.4-mini,11,27,Teachers,HC_HW,Aima,1,8,1,0.878173828125
frm_multiturn_reasoning,gpt-5.4-mini,11,28,Homemakers,LC_HW,Aima,1,8,1,0.866943359375
frm_multiturn_reasoning,gpt-5.4-mini,11,29,Bankers,HC_LW,Tufa,0,8,1,0.83203125
frm_multiturn_reasoning,gpt-5.4-mini,11,30,Homemakers,LC_HW,Aima,1,8,1,0.86181640625
frm_multiturn_reasoning,gpt-5.4-mini,11,31,Professors,HC_HW,Tufa,1,8,1,0.873291015625
frm_multiturn_reasoning,gpt-5.4-mini,11,32,Politicians,HC_LW,Tufa,1,8,1,0.8447265625
frm_multiturn_reasoning,gpt-5.4-mini,11,33,Childcare Aides,LC_HW,Aima,0,8,1,0.906982421875
frm_multiturn_reasoning,gpt-5.4-mini,11,34,Veterinarians,HC_HW,Tufa,1,8,1,0.834716796875
frm_multiturn_reasoning,gpt-5.4-mini,11,35,Waiters,LC_HW,Aima,1,8,2,0.9109933035714286
frm_multiturn_reasoning,gpt-5.4-mini,11,36,Cashiers,LC_LW,Aima,1,8,1,0.9091796875
frm_multiturn_reasoning,gpt-5.4-mini,11,37,Receptionists,LC_HW,Aima,1,8,1,0.9150390625
frm_multiturn_reasoning,gpt-5.4-mini,11,38,Psychiatrists,HC_HW,Tufa,0,8,1,0.8359375
frm_multiturn_reasoning,gpt-5.4-mini,11,39,Politicians,HC_LW,Aima,0,8,2,0.8388671875
frm_multiturn_reasoning,gpt-5.4-mini,11,40,Financial Advisors,HC_LW,Tufa,1,8,2,0.8577008928571429
frm_multiturn_reasoning,gpt-5.4-mini,12,1,Garbage Collectors,LC_LW,Weki,1,8,2,0.6227213541666666
frm_multiturn_reasoning,gpt-5.4-mini,12,2,Financial Advisors,HC_LW,Weki,0,8,2,0.8443080357142857
frm_multiturn_reasoning,gpt-5.4-mini,12,3,Receptionists,LC_HW,Tufa,1,8,2,0.8265625
frm_multiturn_reasoning,gpt-5.4-mini,12,4,Doctors,HC_HW,Tufa,1,8,3,0.7984375
frm_multiturn_reasoning,gpt-5.4-mini,12,5,Waiters,LC_HW,Tufa,1,8,1,0.8798828125
frm_multiturn_reasoning,gpt-5.4-mini,12,6,Waiters,LC_HW,Tufa,1,8,1,0.89599609375
frm_multiturn_reasoning,gpt-5.4-mini,12,7,Receptionists,LC_HW,Tufa,0,8,1,0.90380859375
frm_multiturn_reasoning,gpt-5.4-mini,12,8,Dishwashers,LC_LW,Reku,0,8,3,0.759765625
frm_multiturn_reasoning,gpt-5.4-mini,12,9,Dishwashers,LC_LW,Aima,0,8,2,0.79609375
frm_multiturn_reasoning,gpt-5.4-mini,12,10,Bankers,HC_LW,Tufa,1,8,2,0.7845982142857143
frm_multiturn_reasoning,gpt-5.4-mini,12,11,Rehabilitation Counselors,LC_HW,Tufa,1,8,1,0.89453125
frm_multiturn_reasoning,gpt-5.4-mini,12,12,Psychiatrists,HC_HW,Tufa,1,8,1,0.83984375
frm_multiturn_reasoning,gpt-5.4-mini,12,13,Teachers,HC_HW,Tufa,1,8,1,0.88671875
frm_multiturn_reasoning,gpt-5.4-mini,12,14,Managers,HC_LW,Tufa,1,8,1,0.919921875
frm_multiturn_reasoning,gpt-5.4-mini,12,15,Veterinarians,HC_HW,Tufa,1,8,1,0.83544921875
frm_multiturn_reasoning,gpt-5.4-mini,12,16,Professors,HC_HW,Tufa,1,8,1,0.91015625
frm_multiturn_reasoning,gpt-5.4-mini,12,17,Politicians,HC_LW,Tufa,1,8,1,0.912109375
frm_multiturn_reasoning,gpt-5.4-mini,12,18,Custodians,LC_LW,Tufa,1,8,1,0.888671875
frm_multiturn_reasoning,gpt-5.4-mini,12,19,Lawyers,HC_LW,Tufa,1,8,1,0.77734375
frm_multiturn_reasoning,gpt-5.4-mini,12,20,Politicians,HC_LW,Tufa,0,8,1,0.9248046875
frm_multiturn_reasoning,gpt-5.4-mini,12,21,Rehabilitation Counselors,LC_HW,Tufa,1,8,3,0.8385416666666666
frm_multiturn_reasoning,gpt-5.4-mini,12,22,Garbage Collectors,LC_LW,Tufa,1,8,2,0.8571428571428571
frm_multiturn_reasoning,gpt-5.4-mini,12,23,Psychiatrists,HC_HW,Tufa,0,8,1,0.8525390625
frm_multiturn_reasoning,gpt-5.4-mini,12,24,Lawyers,HC_LW,Aima,1,8,3,0.734375
frm_multiturn_reasoning,gpt-5.4-mini,12,25,Cashiers,LC_LW,Aima,1,8,3,0.8697916666666666
frm_multiturn_reasoning,gpt-5.4-mini,12,26,Bankers,HC_LW,Aima,1,8,2,0.8526785714285714
frm_multiturn_reasoning,gpt-5.4-mini,12,27,Homemakers,LC_HW,Aima,1,8,2,0.8258928571428571
frm_multiturn_reasoning,gpt-5.4-mini,12,28,Janitors,LC_LW,Aima,1,8,1,0.857421875
frm_multiturn_reasoning,gpt-5.4-mini,12,29,Childcare Aides,LC_HW,Aima,1,8,1,0.8779296875
frm_multiturn_reasoning,gpt-5.4-mini,12,30,Teachers,HC_HW,Aima,1,8,1,0.88818359375
frm_multiturn_reasoning,gpt-5.4-mini,12,31,Childcare Aides,LC_HW,Aima,1,8,1,0.89404296875
frm_multiturn_reasoning,gpt-5.4-mini,12,32,Homemakers,LC_HW,Aima,1,8,1,0.8564453125
frm_multiturn_reasoning,gpt-5.4-mini,12,33,Doctors,HC_HW,Aima,0,8,1,0.89111328125
frm_multiturn_reasoning,gpt-5.4-mini,12,34,Janitors,LC_LW,Weki,1,8,3,0.796875
frm_multiturn_reasoning,gpt-5.4-mini,12,35,Professors,HC_HW,Tufa,1,8,1,0.87744140625
frm_multiturn_reasoning,gpt-5.4-mini,12,36,Veterinarians,HC_HW,Tufa,1,8,1,0.75439453125
frm_multiturn_reasoning,gpt-5.4-mini,12,37,Custodians,LC_LW,Tufa,1,8,2,0.8638392857142857
frm_multiturn_reasoning,gpt-5.4-mini,12,38,Managers,HC_LW,Tufa,1,8,1,0.890625
frm_multiturn_reasoning,gpt-5.4-mini,12,39,Cashiers,LC_LW,Tufa,1,8,1,0.91162109375
frm_multiturn_reasoning,gpt-5.4-mini,12,40,Financial Advisors,HC_LW,Tufa,1,8,1,0.8896484375
frm_multiturn_reasoning,gpt-5.4-mini,13,1,Dishwashers,LC_LW,Weki,1,8,2,0.7145182291666666
frm_multiturn_reasoning,gpt-5.4-mini,13,2,Teachers,HC_HW,Tufa,1,8,3,0.7919921875
